541,2,Spring,2006,10,8,11
542,1,Fall,2003,19,10,6
543,1,Fall,2013,18,2,14
2501,1,Fall,2000,2,1,7
2501,2,Fall,2010,2,2,8
2502,1,Spring,2010,7,18,15
2503,1,Fall,2006,7,3,12
2503,2,Fall,2015,7,19,16
2504,1,Spring,2012,2,6,6
2505,1,Spring,2010,19,1,16
2506,1,Spring,2002,7,8,16
2506,2,Fall,2005,7,19,1
2507,1,Spring,2006,11,4,3
2508,1,Spring,2007,2,1,4
2509,1,Spring,2013,18,15,2
2510,1,Spring,2008,18,12,1
2511,1,Fall,2009,7,9,10
2511,2,Spring,2012,7,5,2
2512,1,Fall,2005,11,3,11
2512,2,Spring,2000,11,3,2
2513,1,Fall,2013,11,2,7
2514,1,Fall,2011,18,2,3
2514,2,Fall,2015,18,10,11
2515,1,Fall,2012,11,2,12
2515,2,Fall,2015,11,2,14
2516,1,Fall,2007,19,6,1
2517,1,Spring,2014,10,8,2
2517,2,Spring,2010,10,10,15
2518,1,Fall,2008,11,2,8
2519,1,Fall,2010,18,7,11
2520,1,Fall,2013,19,2,8
2521,1,Fall,2011,7,6,5
2522,1,Fall,2009,2,4,6
2523,1,Spring,2013,2,4,16
2524,1,Spring,2000,10,8,4
2524,2,Spring,2013,10,13,11
2525,1,Spring,2015,11,1,4
2525,2,Spring,2014,11,1,11
2526,1,Spring,2009,18,23,2
2527,1,Spring,2012,18,8,9
2527,2,Spring,2001,18,17,1
2528,1,Fall,2011,10,8,8
2529,1,Fall,2015,10,5,15
2530,1,Spring,2001,2,3,14
2531,1,Fall,2011,7,14,11
2531,2,Spring,2000,7,10,6
2532,1,Spring,2002,18,5,11
2533,1,Spring,2013,19,12,2
2534,1,Spring,2015,2,2,16
2535,1,Fall,2002,11,6,3
2535,2,Spring,2015,11,4,7
2536,1,Fall,2006,7,8,15
3001,1,Fall,2004,19,5,12
2537,1,Spring,2006,7,15,1
2537,2,Spring,2003,7,11,7
2538,1,Spring,2010,7,16,15
3002,1,Spring,2002,2,1,1
2539,1,Spring,2013,18,6,1
2539,2,Fall,2007,18,22,11
3003,1,Fall,2005,2,4,1
2540,1,Spring,2013,2,5,9
2540,2,Fall,2005,2,2,7
3004,1,Spring,2001,18,23,10
3501,1,Fall,2014,19,6,7
3501,2,Spring,2013,19,6,9
2001,1,Spring,2011,18,6,8
2001,2,Spring,2007,18,12,5
3502,1,Spring,2008,19,7,4
3502,2,Spring,2003,19,8,8
3503,1,Fall,2015,10,3,11
3503,2,Fall,2001,10,11,10
3504,1,Fall,2007,10,13,2
3504,2,Fall,2009,10,1,4
3505,1,Spring,2003,2,2,3
3505,2,Fall,2013,2,2,7
3506,1,Spring,2006,11,4,13
3506,2,Fall,2004,11,2,10
3507,1,Spring,2007,10,10,7
3508,1,Fall,2005,18,9,9
2002,1,Spring,2011,10,8,9
2003,1,Spring,2006,10,4,1
2003,2,Spring,2008,10,8,8
2004,1,Fall,2011,2,1,12
2005,1,Fall,2002,18,22,15
2005,2,Spring,2015,18,1,7
2006,1,Spring,2008,18,25,10
2007,1,Spring,2007,19,4,16
2007,2,Spring,2001,19,8,4
2008,1,Fall,2008,18,15,8
2008,2,Spring,2009,18,5,5
2009,1,Fall,2010,18,24,1
2010,1,Spring,2002,19,11,4
2011,1,Fall,2009,19,9,5
2012,1,Fall,2010,19,9,12
2012,2,Fall,2008,19,3,16
2013,1,Spring,2000,2,4,16
2014,1,Spring,2003,2,5,14
2014,2,Spring,2000,2,3,1
2015,1,Fall,2007,2,1,5
2015,2,Spring,2015,2,6,10
2016,1,Spring,2001,7,16,11
2017,1,Spring,2003,11,6,10
2017,2,Fall,2008,11,2,13
2018,1,Fall,2006,10,7,11
2019,1,Fall,2009,7,13,4
2020,1,Spring,2007,10,11,11
2020,2,Fall,2001,10,1,8
2021,1,Spring,2015,19,10,2
2022,1,Spring,2005,2,4,10
2023,1,Spring,2009,11,2,7
2024,1,Fall,2009,2,4,15
2024,2,Fall,2003,2,6,7
2025,1,Fall,2015,11,5,11
2026,1,Fall,2012,2,1,15
2027,1,Fall,2000,11,4,13
2028,1,Fall,2015,19,3,16
2029,1,Spring,2009,7,16,7
2029,2,Fall,2001,7,5,10
2030,1,Fall,2003,7,16,8
2030,2,Spring,2000,7,17,13
2031,1,Fall,2014,2,5,14
2031,2,Fall,2014,2,1,15
2032,1,Spring,2005,11,3,7
2032,2,Fall,2008,11,3,6
2033,1,Spring,2013,2,4,5
2034,1,Fall,2002,19,2,3
2034,2,Fall,2005,19,12,10
2035,1,Fall,2006,18,10,5
2035,2,Spring,2012,18,6,15
2036,1,Spring,2009,2,4,9
2036,2,Spring,2011,2,6,13
2037,1,Fall,2015,11,3,5
2037,2,Fall,2001,11,3,3
2038,1,Fall,2001,19,7,1
2038,2,Spring,2001,19,5,6
2039,1,Spring,2002,19,2,13
2040,1,Spring,2002,10,5,6
2041,1,Spring,2000,7,11,14
2042,1,Spring,2014,18,9,11
2043,1,Fall,2006,18,11,9
2044,1,Spring,2003,2,6,6
2044,2,Fall,2003,2,6,14
2045,1,Fall,2002,7,2,9
2046,1,Fall,2010,19,5,15
2047,1,Spring,2011,11,5,6
2047,2,Fall,2006,11,2,1
2048,1,Spring,2002,18,4,11
2049,1,Spring,2003,11,1,7
2050,1,Spring,2000,18,12,14
2051,1,Fall,2005,11,1,13
544,1,Spring,2001,11,3,6
544,2,Spring,2013,11,2,13
545,1,Fall,2007,18,12,7
546,1,Spring,2007,10,6,1
547,1,Spring,2007,18,3,10
548,1,Fall,2012,11,6,12
549,1,Fall,2003,19,2,6
549,2,Spring,2006,19,1,6
550,1,Fall,2006,18,11,12
551,1,Spring,2014,2,5,7
552,1,Fall,2008,10,11,16
552,2,Fall,2001,10,7,9
553,1,Spring,2005,18,25,8
554,1,Spring,2015,2,5,2
554,2,Spring,2014,2,4,4
555,1,Fall,2000,19,9,13
555,2,Fall,2012,19,12,4
556,1,Fall,2003,18,14,9
557,1,Spring,2007,11,1,8
557,2,Fall,2001,11,1,14
558,1,Spring,2006,2,2,9
558,2,Fall,2001,2,1,9
559,1,Spring,2013,2,5,1
560,1,Fall,2007,18,17,5
560,2,Spring,2014,18,16,14
561,1,Spring,2010,11,1,2
561,2,Fall,2011,11,1,13
562,1,Fall,2002,7,9,12
563,1,Fall,2000,7,9,15
564,1,Spring,2011,18,4,13
565,1,Fall,2014,11,4,14
566,1,Spring,2012,18,7,5
567,1,Fall,2013,19,7,5
568,1,Fall,2009,2,2,4
568,2,Fall,2011,2,6,13
569,1,Fall,2001,7,17,9
569,2,Fall,2015,7,3,4
570,1,Spring,2001,10,7,4
571,1,Fall,2006,19,9,16
571,2,Spring,2006,19,3,1
572,1,Spring,2001,18,12,1
572,2,Fall,2014,18,10,1
573,1,Spring,2014,11,1,14
4501,1,Spring,2013,18,1,1
4501,2,Spring,2015,18,13,6
574,1,Fall,2000,11,5,15
3005,1,Spring,2007,7,1,1
3005,2,Fall,2011,7,3,16
575,1,Spring,2002,2,2,12
3509,1,Spring,2003,11,5,1
4001,1,Fall,2013,2,6,15
4001,2,Fall,2003,2,1,12
4502,1,Fall,2000,18,24,1
4503,1,Fall,2006,10,7,5
4002,1,Spring,2003,11,1,1
4002,2,Fall,2011,11,3,9
4003,1,Fall,2003,7,13,9
4004,1,Spring,2009,7,14,5
4005,1,Spring,2007,18,5,8
4006,1,Fall,2004,2,4,15
4007,1,Fall,2008,18,4,11
4007,2,Fall,2009,18,13,16
4008,1,Fall,2005,19,2,14
4009,1,Spring,2001,19,5,5
4009,2,Fall,2002,19,4,4
4010,1,Spring,2011,11,2,9
4011,1,Fall,2004,11,1,16
4012,1,Spring,2002,19,4,13
4012,2,Fall,2012,19,1,11
4013,1,Fall,2010,11,5,14
4014,1,Fall,2004,10,2,6
4014,2,Spring,2000,10,1,1
4015,1,Spring,2003,2,4,4
4016,1,Fall,2006,10,13,6
4017,1,Fall,2012,10,6,8
4018,1,Fall,2005,7,10,8
4019,1,Fall,2013,11,6,4
4020,1,Spring,2012,18,8,9
4020,2,Spring,2007,18,7,6
4021,1,Spring,2008,11,6,14
4022,1,Fall,2008,7,4,7
4023,1,Fall,2011,19,5,10
4024,1,Spring,2006,10,1,15
4025,1,Fall,2001,2,5,7
4025,2,Fall,2004,2,2,9
4026,1,Fall,2004,19,12,13
4026,2,Fall,2003,19,11,7
4027,1,Fall,2001,10,10,3
4027,2,Spring,2009,10,3,3
4028,1,Spring,2006,11,6,16
576,1,Fall,2006,11,4,10
576,2,Spring,2007,11,2,11
4029,1,Spring,2013,2,1,15
577,1,Spring,2012,19,5,15
4030,1,Fall,2000,2,1,2
4030,2,Spring,2011,2,2,1
578,1,Spring,2002,11,2,7
4031,1,Fall,2001,10,1,12
579,1,Spring,2014,18,21,10
579,2,Spring,2011,18,18,11
4032,1,Fall,2001,10,2,14
4032,2,Fall,2005,10,7,12
580,1,Fall,2013,7,14,6
4033,1,Spring,2006,7,10,7
581,1,Fall,2005,11,4,3
581,2,Fall,2014,11,1,2
4034,1,Fall,2005,7,1,2
4034,2,Spring,2005,7,15,14
582,1,Spring,2013,2,2,3
582,2,Fall,2008,2,3,12
4035,1,Spring,2008,19,7,15
4036,1,Fall,2003,18,3,3
4036,2,Spring,2000,18,12,15
583,1,Spring,2009,19,4,1
583,2,Spring,2013,19,10,13
4037,1,Fall,2008,11,4,12
584,1,Spring,2004,7,13,1
585,1,Spring,2010,19,4,16
585,2,Spring,2012,19,5,16
4038,1,Fall,2015,19,7,7
586,1,Spring,2006,11,1,3
4039,1,Fall,2001,11,6,7
587,1,Fall,2014,19,7,1
587,2,Fall,2006,19,10,10
4040,1,Fall,2000,11,3,5
588,1,Spring,2013,7,13,9
588,2,Fall,2015,7,6,10
4041,1,Fall,2001,11,3,1
589,1,Spring,2004,2,5,7
589,2,Spring,2014,2,1,10
4042,1,Spring,2010,18,13,12
590,1,Spring,2000,11,5,14
4043,1,Fall,2002,18,18,7
591,1,Spring,2009,11,3,1
4044,1,Fall,2015,19,12,6
4044,2,Spring,2007,19,5,14
4045,1,Fall,2010,11,6,6
592,1,Spring,2009,7,4,6
592,2,Spring,2005,7,6,12
4046,1,Spring,2001,19,12,3
593,1,Fall,2004,2,2,12
4047,1,Fall,2012,7,7,15
594,1,Spring,2003,19,5,15
594,2,Spring,2006,19,8,11
4048,1,Spring,2005,10,11,12
4048,2,Spring,2002,10,13,11
595,1,Fall,2009,2,4,1
4049,1,Fall,2009,10,10,4
4049,2,Fall,2009,10,8,4
596,1,Fall,2008,2,5,4
596,2,Fall,2002,2,4,4
4050,1,Spring,2001,10,2,8
597,1,Spring,2015,18,6,11
4051,1,Spring,2001,18,8,14
4051,2,Spring,2012,18,23,7
598,1,Spring,2000,11,5,11
598,2,Fall,2004,11,5,9
4052,1,Spring,2003,19,7,2
599,1,Fall,2008,19,4,5
599,2,Spring,2001,19,11,10
4053,1,Spring,2014,19,11,15
4053,2,Fall,2014,19,8,14
600,1,Spring,2014,19,11,8
600,2,Spring,2015,19,6,6
4054,1,Fall,2011,18,10,12
4054,2,Fall,2000,18,22,4
601,1,Fall,2003,2,1,10
4055,1,Spring,2004,10,10,11
4055,2,Fall,2004,10,1,7
602,1,Fall,2009,10,5,8
602,2,Spring,2014,10,4,12
4056,1,Spring,2015,10,6,14
603,1,Spring,2008,10,6,3
603,2,Fall,2013,10,5,5
4057,1,Fall,2011,11,6,16
4057,2,Fall,2010,11,1,13
604,1,Fall,2009,11,4,9
604,2,Spring,2005,11,5,2
4058,1,Fall,2011,10,10,3
4058,2,Spring,2001,10,4,6
605,1,Fall,2000,19,9,7
605,2,Fall,2003,19,8,9
4059,1,Spring,2003,7,6,14
606,1,Fall,2009,10,1,14
4060,1,Spring,2000,19,2,16
4060,2,Spring,2005,19,7,15
607,1,Spring,2011,7,16,7
607,2,Spring,2003,7,14,6
608,1,Fall,2008,18,26,10
608,2,Fall,2012,18,15,9
4061,1,Spring,2006,7,6,7
4061,2,Spring,2014,7,14,16
4062,1,Spring,2013,18,14,4
609,1,Fall,2007,2,2,13
609,2,Spring,2012,2,3,15
4063,1,Fall,2002,10,8,4
610,1,Spring,2005,10,12,13
4064,1,Spring,2000,18,6,5
611,1,Fall,2000,10,7,12
4065,1,Fall,2005,2,6,8
4065,2,Spring,2013,2,2,5
612,1,Fall,2009,10,7,13
4066,1,Fall,2007,11,4,3
4066,2,Fall,2015,11,2,12
613,1,Spring,2005,19,4,10
4067,1,Spring,2015,7,8,13
614,1,Spring,2000,19,10,13
614,2,Spring,2007,19,1,6
4068,1,Fall,2003,18,19,16
4068,2,Fall,2014,18,10,7
615,1,Fall,2011,18,26,6
616,1,Spring,2003,11,6,16
616,2,Spring,2004,11,2,1
4069,1,Fall,2012,10,3,10
617,1,Fall,2006,11,4,14
617,2,Spring,2005,11,2,5
4070,1,Spring,2006,11,4,9
4070,2,Fall,2003,11,6,11
618,1,Spring,2004,10,9,6
618,2,Spring,2000,10,9,11
4071,1,Spring,2006,18,26,7
4071,2,Spring,2001,18,19,5
619,1,Fall,2014,18,8,16
619,2,Fall,2002,18,2,6
620,1,Fall,2015,7,5,11
4072,1,Spring,2009,10,10,8
4073,1,Spring,2012,7,2,3
4073,2,Spring,2012,7,5,6
621,1,Fall,2000,2,1,11
4074,1,Fall,2000,19,11,1
622,1,Fall,2007,19,11,11
622,2,Fall,2005,19,8,5
4075,1,Fall,2009,10,4,15
4075,2,Fall,2004,10,5,4
623,1,Spring,2006,2,2,15
623,2,Spring,2004,2,2,13
4076,1,Fall,2000,2,3,1
624,1,Spring,2004,2,3,5
4077,1,Fall,2006,2,2,5
625,1,Spring,2011,18,27,7
4078,1,Spring,2000,19,8,11
4078,2,Fall,2003,19,3,5
626,1,Spring,2013,11,5,11
4079,1,Spring,2004,11,6,16
627,1,Fall,2005,2,1,14
627,2,Fall,2012,2,6,16
4080,1,Spring,2012,2,3,9
4080,2,Spring,2010,2,2,5
628,1,Fall,2013,2,1,12
628,2,Spring,2000,2,5,16
4081,1,Fall,2014,11,6,13
4081,2,Spring,2002,11,3,8
629,1,Spring,2000,7,19,11
629,2,Spring,2014,7,19,5
4082,1,Fall,2000,11,2,8
630,1,Fall,2000,19,11,13
4083,1,Spring,2009,19,12,3
4083,2,Spring,2009,19,3,14
631,1,Fall,2000,11,3,1
631,2,Spring,2010,11,6,16
4084,1,Spring,2010,10,9,12
632,1,Spring,2013,10,12,13
4085,1,Fall,2000,10,2,11
633,1,Spring,2002,7,18,15
4086,1,Spring,2006,19,10,7
4086,2,Fall,2005,19,4,7
634,1,Fall,2004,7,8,5
634,2,Spring,2015,7,1,15
4087,1,Spring,2006,2,4,9
635,1,Spring,2010,2,4,7
635,2,Fall,2011,2,2,14
4088,1,Fall,2000,19,12,14
636,1,Spring,2014,11,6,6
4089,1,Spring,2015,7,15,15
637,1,Fall,2007,11,1,3
4090,1,Fall,2012,11,2,5
638,1,Fall,2012,2,4,16
4091,1,Fall,2012,18,24,14
4091,2,Fall,2007,18,21,15
639,1,Spring,2005,2,5,14
639,2,Fall,2009,2,4,9
640,1,Fall,2014,18,17,7
4092,1,Fall,2000,19,3,5
641,1,Fall,2009,10,2,14
4093,1,Spring,2000,10,11,1
642,1,Fall,2014,18,1,11
642,2,Spring,2006,18,15,14
4094,1,Spring,2008,7,12,7
643,1,Spring,2003,7,6,1
643,2,Spring,2010,7,8,7
4095,1,Spring,2012,19,6,15
4095,2,Spring,2014,19,8,2
644,1,Spring,2012,7,9,2
4096,1,Spring,2015,11,3,8
4096,2,Fall,2001,11,2,8
645,1,Fall,2014,19,3,13
4097,1,Spring,2001,11,2,15
4097,2,Fall,2015,11,2,4
646,1,Fall,2003,11,6,8
4098,1,Fall,2011,7,15,7
4098,2,Spring,2015,7,10,3
647,1,Fall,2005,10,6,16
648,1,Spring,2004,7,12,7
4099,1,Fall,2002,11,6,6
4100,1,Fall,2013,18,25,11
4100,2,Fall,2015,18,12,2
649,1,Spring,2006,7,7,2
649,2,Fall,2003,7,5,2
4101,1,Fall,2012,19,10,10
650,1,Spring,2002,18,18,15
4102,1,Fall,2013,10,13,14
651,1,Fall,2008,18,25,12
4103,1,Fall,2009,2,3,14
4103,2,Fall,2005,2,2,2
652,1,Spring,2013,10,12,14
4104,1,Spring,2012,7,5,6
4104,2,Fall,2010,7,7,3
653,1,Fall,2001,18,8,2
653,2,Fall,2013,18,1,15
654,1,Fall,2000,18,9,16
654,2,Spring,2014,18,4,7
4105,1,Fall,2000,18,2,6
655,1,Fall,2002,18,19,7
655,2,Spring,2001,18,15,13
4106,1,Fall,2011,18,24,13
4106,2,Spring,2004,18,14,12
656,1,Fall,2002,19,9,3
4107,1,Spring,2006,18,18,15
657,1,Spring,2011,11,2,6
4108,1,Fall,2012,10,4,2
658,1,Spring,2008,10,9,6
4109,1,Fall,2014,18,4,14
659,1,Fall,2011,11,4,13
659,2,Fall,2007,11,2,12
4110,1,Spring,2003,10,2,5
4110,2,Fall,2007,10,7,4
660,1,Spring,2002,7,11,6
660,2,Fall,2008,7,15,10
4111,1,Spring,2011,19,4,10
4111,2,Spring,2001,19,8,15
661,1,Fall,2001,18,25,14
661,2,Fall,2012,18,9,14
4112,1,Spring,2003,7,19,10
4112,2,Fall,2003,7,18,2
4113,1,Fall,2015,2,6,1
4114,1,Fall,2013,2,5,16
4115,1,Spring,2000,10,3,1
4116,1,Fall,2014,11,5,7
4116,2,Fall,2008,11,3,2
4117,1,Fall,2002,2,1,13
4117,2,Spring,2002,2,5,10
4118,1,Spring,2011,7,5,1
4118,2,Spring,2013,7,15,1
4119,1,Fall,2005,7,11,3
4120,1,Fall,2007,19,3,13
4121,1,Spring,2013,10,1,12
4121,2,Fall,2011,10,1,14
4122,1,Fall,2000,7,6,5
4122,2,Spring,2015,7,2,8
4123,1,Spring,2008,11,4,4
4123,2,Fall,2003,11,3,2
4124,1,Fall,2005,10,1,14
4125,1,Fall,2006,19,12,5
4126,1,Fall,2015,10,7,11
4126,2,Spring,2004,10,8,16
4127,1,Spring,2002,10,7,2
4127,2,Fall,2001,10,4,12
4128,1,Spring,2002,2,3,11
4129,1,Fall,2015,11,1,10
4129,2,Spring,2004,11,1,10
4130,1,Fall,2009,10,13,3
4130,2,Spring,2002,10,5,3
4131,1,Fall,2000,10,1,14
4132,1,Fall,2002,11,4,6
4132,2,Fall,2004,11,1,9
4133,1,Spring,2000,7,17,14
4134,1,Fall,2011,10,1,15
4135,1,Spring,2001,7,4,16
4135,2,Spring,2007,7,11,9
4136,1,Fall,2005,10,10,11
4136,2,Fall,2000,10,9,15
4137,1,Spring,2012,7,10,16
4137,2,Spring,2012,7,17,15
4138,1,Spring,2014,7,5,13
4138,2,Fall,2006,7,19,16
4139,1,Fall,2006,18,25,5
4140,1,Spring,2006,19,8,15
4141,1,Spring,2006,11,2,11
4141,2,Spring,2005,11,1,7
4142,1,Fall,2009,19,7,12
4143,1,Fall,2005,7,10,14
4144,1,Fall,2006,10,9,2
4144,2,Fall,2003,10,8,7
4145,1,Spring,2008,7,13,1
4146,1,Fall,2011,11,2,15
4146,2,Spring,2008,11,3,13
4147,1,Spring,2002,18,20,4
4148,1,Fall,2009,10,3,2
4148,2,Spring,2011,10,3,6
4149,1,Fall,2001,10,2,10
4150,1,Fall,2002,19,8,6
4151,1,Spring,2007,19,5,5
4152,1,Fall,2004,7,17,13
4153,1,Fall,2011,11,3,11
4154,1,Spring,2006,7,15,4
4154,2,Fall,2001,7,7,7
4155,1,Fall,2000,18,26,8
4155,2,Spring,2007,18,10,4
4156,1,Spring,2010,18,14,6
4157,1,Spring,2007,18,4,12
4157,2,Spring,2014,18,13,2
4158,1,Fall,2013,10,10,9
4159,1,Spring,2014,11,2,1
4159,2,Spring,2014,11,2,7
4160,1,Spring,2014,7,1,5
4161,1,Fall,2008,10,10,7
4162,1,Fall,2010,19,12,12
4162,2,Spring,2002,19,10,9
4163,1,Fall,2008,11,3,4
4164,1,Spring,2013,11,4,5
4164,2,Spring,2001,11,6,6
4165,1,Spring,2011,11,3,15
4165,2,Spring,2006,11,3,4
4166,1,Spring,2015,19,1,15
4166,2,Spring,2011,19,10,3
4167,1,Fall,2013,18,25,16
4167,2,Fall,2014,18,24,11
4168,1,Fall,2005,18,3,7
4168,2,Fall,2001,18,4,8
4169,1,Fall,2010,19,10,1
4169,2,Spring,2015,19,9,3
4170,1,Fall,2010,2,4,5
4170,2,Fall,2002,2,3,14
4171,1,Spring,2002,18,3,10
4172,1,Spring,2000,7,11,13
4173,1,Spring,2009,18,1,8
4173,2,Fall,2000,18,23,8
4174,1,Spring,2009,2,3,11
4175,1,Fall,2014,19,2,16
4175,2,Fall,2001,19,7,7
4176,1,Spring,2010,2,3,2
4176,2,Fall,2010,2,4,1
4177,1,Fall,2009,18,22,13
4178,1,Fall,2001,10,6,5
4178,2,Spring,2003,10,10,4
4179,1,Spring,2007,18,25,2
4180,1,Spring,2009,7,17,1
4181,1,Fall,2008,10,6,6
4182,1,Spring,2008,18,3,7
4183,1,Spring,2014,11,5,16
4184,1,Spring,2009,19,1,5
4184,2,Fall,2001,19,10,9
4185,1,Spring,2009,18,18,5
4186,1,Fall,2012,18,14,5
4187,1,Fall,2000,11,2,11
4187,2,Spring,2015,11,4,1
4188,1,Spring,2011,18,10,8
4189,1,Spring,2000,7,2,1
4189,2,Fall,2007,7,1,1
4190,1,Fall,2003,19,7,6
4191,1,Fall,2000,2,5,2
4192,1,Spring,2000,19,10,7
4192,2,Fall,2003,19,12,2
4193,1,Fall,2013,18,7,8
4194,1,Fall,2013,7,9,12
4194,2,Spring,2006,7,1,11
4195,1,Spring,2000,11,3,9
4195,2,Fall,2011,11,2,4
4196,1,Spring,2006,7,11,12
4197,1,Fall,2008,11,2,16
4197,2,Fall,2004,11,6,12
4198,1,Spring,2015,2,6,12
4198,2,Fall,2009,2,2,11
4199,1,Spring,2009,11,2,7
4199,2,Spring,2006,11,2,4
4200,1,Fall,2014,19,6,8
4201,1,Spring,2013,2,4,9
4201,2,Fall,2013,2,3,3
4202,1,Fall,2011,10,2,13
4203,1,Fall,2007,11,6,11
4203,2,Fall,2001,11,4,9
4204,1,Spring,2015,10,2,7
4204,2,Spring,2004,10,12,7
4205,1,Fall,2005,18,12,3
4206,1,Fall,2005,10,4,3
4206,2,Spring,2009,10,11,8
4207,1,Fall,2002,11,2,3
4207,2,Spring,2011,11,5,4
4208,1,Fall,2001,11,3,15
4208,2,Fall,2008,11,2,2
4209,1,Spring,2014,19,4,9
4209,2,Spring,2006,19,1,16
4210,1,Spring,2008,18,3,2
4210,2,Spring,2008,18,10,14
4211,1,Fall,2001,10,10,15
4211,2,Spring,2013,10,9,5
4212,1,Spring,2008,2,6,16
4212,2,Fall,2006,2,3,8
4213,1,Spring,2001,19,11,14
4213,2,Spring,2002,19,9,11
4214,1,Fall,2005,2,6,11
4215,1,Fall,2002,2,6,14
4215,2,Fall,2013,2,1,8
4216,1,Fall,2013,19,10,12
4217,1,Fall,2011,2,4,6
4218,1,Fall,2015,10,11,3
4219,1,Fall,2008,11,2,12
4220,1,Spring,2015,19,1,10
4220,2,Fall,2006,19,10,13
4221,1,Spring,2011,10,6,6
4221,2,Fall,2002,10,8,2
4222,1,Spring,2005,10,9,1
4222,2,Spring,2004,10,8,10
4223,1,Fall,2008,10,1,6
4224,1,Fall,2004,10,4,12
4224,2,Spring,2000,10,4,14
4225,1,Spring,2007,2,2,8
4226,1,Spring,2006,2,6,11
4227,1,Fall,2005,2,3,11
4227,2,Fall,2003,2,5,15
4228,1,Spring,2014,2,4,1
4228,2,Fall,2012,2,1,3
4229,1,Fall,2003,18,25,9
4230,1,Spring,2013,2,1,3
4230,2,Spring,2003,2,5,9
4231,1,Spring,2012,7,12,4
4231,2,Spring,2012,7,6,14
4232,1,Fall,2004,7,8,1
4232,2,Fall,2006,7,16,13
4233,1,Spring,2015,7,12,16
4233,2,Fall,2001,7,9,16
4234,1,Spring,2008,7,13,7
4235,1,Fall,2014,18,24,6
4235,2,Spring,2014,18,25,11
4236,1,Spring,2012,7,9,16
4236,2,Spring,2006,7,13,9
4237,1,Fall,2014,19,12,1
4238,1,Fall,2000,7,7,1
4238,2,Fall,2009,7,6,9
4239,1,Spring,2012,2,3,7
4239,2,Fall,2005,2,1,5
4240,1,Fall,2004,18,13,11
4240,2,Fall,2012,18,1,11
4241,1,Spring,2003,2,3,9
4242,1,Fall,2012,7,9,4
4242,2,Fall,2014,7,6,4
4243,1,Fall,2014,2,4,1
4244,1,Spring,2010,19,4,2
4244,2,Spring,2007,19,6,15
4245,1,Fall,2011,10,10,5
4245,2,Fall,2001,10,4,10
4246,1,Fall,2006,7,9,7
4247,1,Spring,2000,10,4,7
4248,1,Fall,2007,19,2,15
4248,2,Spring,2008,19,10,13
4249,1,Fall,2002,11,6,13
4250,1,Spring,2008,7,16,8
4251,1,Fall,2006,18,19,9
4252,1,Spring,2000,2,5,3
4253,1,Fall,2003,10,12,4
4253,2,Spring,2000,10,9,16
4254,1,Fall,2008,18,17,11
4254,2,Spring,2001,18,14,14
4255,1,Fall,2010,7,10,7
4256,1,Spring,2010,11,2,1
4256,2,Fall,2015,11,6,2
4257,1,Fall,2012,19,9,12
4257,2,Spring,2011,19,11,11
4258,1,Spring,2011,2,6,10
4259,1,Spring,2002,18,11,10
4260,1,Fall,2000,11,2,9
4260,2,Spring,2009,11,6,8
4261,1,Spring,2013,7,15,5
4261,2,Spring,2013,7,17,5
4262,1,Spring,2000,10,11,5
4263,1,Spring,2001,11,4,9
4264,1,Spring,2002,2,5,15
4265,1,Spring,2008,18,17,15
4266,1,Spring,2015,11,4,1
